entity,type,source
11 September 1932,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
24 December 2024,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
June 1902,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the Imperial-Royal Technical College,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
1898,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
14 March 1895,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
10 July 1856,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Michiel Steyaert,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
10 July 2012,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Školske novine,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
the early 1880s,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Gračac,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
Jessica,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Fiorello LaGuardia,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Paranjape,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
20 May 2013,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Broad,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
9 May 2006,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Griffiths,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
London,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
the Niagara Falls Cataract Construction Company,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Charles W.,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
23 March 2024,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Marconi Wireless Tel. Co.,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Kenneth M. Swezey,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
1870,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Austrian Empire,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
1910s,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1800–present,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Makarand R. Paranjape,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Carlson,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
monthly,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
The European Edisons,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
24 July 2015,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
John Patrick,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
XXXIX Conference Record.,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
A. H. Aidinejad,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
19 March 1919,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Makarand R.,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
the American Institute of Electrical Engineers.[70][71,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
the North Shore,LOC,https://en.wikipedia.org/wiki/Nikola_Tesla
1881,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Wildside Press,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
1992,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
NY,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
20 November 2019,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the American Electro-therapeutic Association,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
26 January 2019,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
26 June 2023,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
22 September 2020,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
2007,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Museum of Electricity and Magnetism,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
2 June 2015,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
December 1998,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
19th-century,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the Wayback Machine,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Charles Proteus Steinmetz,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Charles B.,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
1994,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the 1990s.[4,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1912,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
William J,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
H. Winfield,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
H. Weidner,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
The Manufacturer and Builder,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
15 November 2019,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the American Association for the Advancement of Science,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Jackson,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Girardeau,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Tesla Memorial Society of New York,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Kenneth L.,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Westinghouse Electric.[83,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
"Austria-Hungary"".[16",GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
Popular Mechanics,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Scientific American,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
nine months,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Wardenclyffe,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
1933,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
29 February 2024,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Richard,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
1998,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Johnson,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
the Hotel New Yorker,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Lewis,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Mark Twain's,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Mark Twain,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Francis Marion Crawford,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Nmsi Trading,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
"Stanford White,[232",PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
February 1937,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
John W,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
"Filiquarian Publishing, LLC",ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
January 1892,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Charles F. Coaney.[124,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Gillispie,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
E. Zentgraf,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
25 December 2018,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
MIT,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Charles Scribner's Sons,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
13 May 1899.[134,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
White,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
William H. Terbo,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
25 May 2012,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Commoner's Publishing,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Croatia,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
The next year,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Ltd,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
R. R. Donnelley,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
New York City,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
Ariel,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
New York Times,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Allis-Chalmers.[163][164,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
8 July 2007,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Ashgrove,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
1982,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Barings Bank,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Columbia College,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
5 August 2023,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Popular Science,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
1928,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
17 June 2025,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
2004,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Breckenridge,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
1885,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
December 1901,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Carol,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
1905,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Later years,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
11 March 2019,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
25 July 2018,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1934,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the Hotel Pennsylvania,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
26 January 2017,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the Central Telegraph Office,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Pittsburgh,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
5 July 2012,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Anand Kumar Sethi,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
1984,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1940,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Germany,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
11 March 2024,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Long Island,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
the St. Regis Hotel,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Petešić,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
4 July 2012,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1914,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the age of 86,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Slava,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
John T.,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Thomas Commerford Martin,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Roguin,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
O'Neill,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
2005,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1923,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the Red Cross Society,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
John,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Serbia,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
17 November 1898,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the General Conference on Weights and Measures,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Britain,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
Smiljan[28,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
20 July 2018,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1887,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Six years later,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
11 February 2016,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
16 January 2017,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Belohlavek,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Dragan Petrović,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
28 January 2021,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
3 June 2012,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Josef W.,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Mrkich,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Englewood,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
September 2006,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
K. L.,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
16 September 2012,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
U.S.,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
Marc J. Seifer,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Josif,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Belgrade,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
18 November 2017,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the Commercial Club,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
"Joseph W. Alsop, Jr.",PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Barnes & Noble Books.-1999,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
the New York Herald,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
"Cheney, Uth & Glenn",ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
American Antiquarian Society,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
2 July 2012,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the Westinghouse Electric & Manufacturing Company's,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
High Voltage Press,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
O'Shei,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Tesla Ozone Company,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
the next day,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
John Jacob Astor IV,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Yugoslavia,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
Benjamin G. Lamme,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
the Waldorf-Astoria's,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
The Century Magazine,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Electricity Newspaper Company,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
6 February 1894,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Bloomsbury Academic,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
December 2017,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
David Hatcher Childress,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
United States,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
Robert Bud,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
A.J.S. RAYL Air & Space,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
13 December 2015,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
late 1886,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Addenda et Corrigenda,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Electrical World,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Public Broadcasting Service,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
2 April 2015,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Neil M. Johnson,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Twenty-First Century Books,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
Jean-Michel Redouté,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Nikola Tesla's,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Bertuca,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Budapest,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
23 November 2010,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
18 March 2013,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1944,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Earth,LOC,https://en.wikipedia.org/wiki/Nikola_Tesla
10 August 1924,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1922,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
28 March 2018,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1937,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
6 March 2023,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
November 1893,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Westinghouse,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
17 July 2012,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
from 1919 to 1922,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1892,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
the 1930s,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Penguin,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
October 2023,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1995,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
FBI,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
the American Electro-Therapeutic Association,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
July 1901,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Jim,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
12 December 2000,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
12 June 2015,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
Marc,PERSON,https://en.wikipedia.org/wiki/Nikola_Tesla
Newfoundland,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
four-year,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
NYC,GPE,https://en.wikipedia.org/wiki/Nikola_Tesla
ABC-CLIO,ORG,https://en.wikipedia.org/wiki/Nikola_Tesla
3 November 2021,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
19 August 2014,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1993,DATE,https://en.wikipedia.org/wiki/Nikola_Tesla
1819,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Royal Swedish Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
L. Pearce,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Carron,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Ozanam,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Jacques,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Arthur F. Gianelli,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Antoine Leonard Thomas's,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Cambridge University Press,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Cambridge MA,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Jean-Jacques Rousseau,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Keith J.,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Babinet,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1792,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
London,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
A. Hermann,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
James Clerk,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Julie Carron,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Magie,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Jean le Rond d'Alembert's,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
September 1820,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Scotland,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
19 November 2016,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Charles Augustin de Coulomb,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Perisse,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
9 October 2022,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the French Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Princeton:,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1881,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Random House Webster's Unabridged Dictionary,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Bourg-en-Bresse,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Lisa M. Dolling,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
J. P. M. C Chaib,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
US,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the day,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Charles Forbes René de Montalembert.[11,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
École polytechnique Collège de France,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
19th-century,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Pierre Maurice Marie,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the University of Paris,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Royal Swedish Academy of Science.[12,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
24 November 1793,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Clarendon Press,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Blackwood,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1826,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Stanford University,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Chez Crochard,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
21 July 2011,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
François-René de Chateaubriand,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Paris Academy of Sciences,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
today,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1903,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1827,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Jeanne Antoinette Desutières-Sarcey Ampère,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Hans Christian Ørsted,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Oxford,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Lyon,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1998,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1814,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Italy,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Ampère,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Royal Society,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
UK,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1803,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
IEEE Global History Network,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1809,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Apeiron,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Poleymieux-au-Mont-d'or,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
MacTutor History of Mathematics Archive,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
eighteen years,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Brazil,GPE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Institut Impérial,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
"July 1803,[9",DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Charles Scribner's Sons,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Oxford University Press,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
1749,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
University of St Andrews,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
13 March 2012,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Georg Ohm,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
Georges-Louis Leclerc,PERSON,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
26 September 2010,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
3 July 2019,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
the Conference of Charity,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
IEEE,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
O. Bottema,ORG,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
3 September 2019,DATE,https://en.wikipedia.org/wiki/Andr%C3%A9-Marie_Amp%C3%A8re
